연도,대상사고 구분명,법정동코드,사고건수,사고건수 구성비,사망자수,사망자수 구성비,치사율,부상자수,부상자수 구성비
2013,보행자사고,1706,91,0.18,10,0.5,10.99,84,0.17
2013,자전거사고,1706,23,0.17,0,0,0,24,0.18
2013,야간사고,1706,191,0.19,18,0.67,9.42,315,0.21
2013,어린이사고,1711,23,0.2,1,1.22,4.35,33,0.23
2013,노인사고,1711,68,0.22,13,0.71,19.12,66,0.21
2013,보행자사고,1711,56,0.11,15,0.76,26.79,44,0.09
2013,자전거사고,1711,18,0.14,4,1.42,22.22,14,0.1
2013,야간사고,1711,155,0.15,15,0.56,9.68,249,0.16
2013,어린이사고,1712,10,0.09,0,0,0,12,0.08
2013,노인사고,1712,35,0.12,3,0.16,8.57,45,0.14
2013,보행자사고,1712,12,0.02,2,0.1,16.67,10,0.02
2013,자전거사고,1712,7,0.05,1,0.35,14.29,6,0.04
2013,야간사고,1712,42,0.04,5,0.19,11.9,65,0.04
2013,어린이사고,1713,10,0.09,0,0,0,11,0.08
2013,노인사고,1713,19,0.06,3,0.16,15.79,24,0.07
2013,보행자사고,1713,20,0.04,0,0,0,22,0.04
2013,야간사고,1713,30,0.03,6,0.22,20,101,0.07
2013,어린이사고,1714,6,0.05,0,0,0,6,0.04
2013,노인사고,1714,27,0.09,6,0.33,22.22,26,0.08
2013,보행자사고,1714,18,0.04,3,0.15,16.67,15,0.03
2013,자전거사고,1714,1,0.01,0,0,0,1,0.01
2013,야간사고,1714,20,0.02,3,0.11,15,30,0.02
2013,어린이사고,1715,4,0.03,0,0,0,5,0.03
2013,노인사고,1715,41,0.14,1,0.05,2.44,50,0.16
2013,보행자사고,1715,12,0.02,0,0,0,14,0.03
2013,자전거사고,1715,5,0.04,0,0,0,5,0.04
2013,야간사고,1715,23,0.02,2,0.07,8.7,29,0.02
2013,어린이사고,1717,6,0.05,1,1.22,16.67,9,0.06
2013,노인사고,1717,58,0.19,6,0.33,10.34,62,0.19
2013,보행자사고,1717,23,0.05,5,0.25,21.74,19,0.04
2013,자전거사고,1717,8,0.06,1,0.35,12.5,7,0.05
2013,야간사고,1717,36,0.04,4,0.15,11.11,46,0.03
2013,어린이사고,1719,13,0.11,0,0,0,18,0.12
2013,노인사고,1719,57,0.19,6,0.33,10.53,92,0.29
2013,보행자사고,1719,25,0.05,4,0.2,16,23,0.05
2013,자전거사고,1719,5,0.04,0,0,0,5,0.04
2013,야간사고,1719,62,0.06,5,0.19,8.06,127,0.08
2013,어린이사고,1720,30,0.26,0,0,0,44,0.3
2013,노인사고,1720,133,0.44,6,0.33,4.51,156,0.48
2013,보행자사고,1720,53,0.11,3,0.15,5.66,54,0.11
2013,자전거사고,1720,17,0.13,1,0.35,5.88,17,0.13
2013,야간사고,1720,133,0.13,9,0.33,6.77,236,0.15
2013,어린이사고,1723,127,1.08,0,0,0,173,1.2
2013,노인사고,1723,301,0.99,26,1.42,8.64,315,0.98
2013,보행자사고,1723,375,0.75,21,1.06,5.6,359,0.71
2013,자전거사고,1723,121,0.91,6,2.13,4.96,119,0.88
2013,야간사고,1723,745,0.74,28,1.04,3.76,1139,0.74
2013,어린이사고,1802,99,0.84,1,1.22,1.01,122,0.85
2013,노인사고,1802,204,0.67,14,0.76,6.86,208,0.65
2013,보행자사고,1802,354,0.71,21,1.06,5.93,348,0.69
2013,자전거사고,1802,83,0.62,2,0.71,2.41,84,0.62
2013,야간사고,1802,684,0.68,15,0.56,2.19,1124,0.73
2013,어린이사고,1803,79,0.67,1,1.22,1.27,98,0.68
2013,노인사고,1803,206,0.68,22,1.2,10.68,209,0.65
2013,보행자사고,1803,343,0.69,24,1.21,7,333,0.66
2013,자전거사고,1803,27,0.2,1,0.35,3.7,27,0.2
2013,야간사고,1803,586,0.58,24,0.89,4.1,859,0.56
2013,어린이사고,1804,108,0.92,0,0,0,125,0.87
2013,노인사고,1804,262,0.87,17,0.93,6.49,267,0.83
2013,보행자사고,1804,327,0.65,19,0.96,5.81,323,0.64
2013,자전거사고,1804,89,0.67,3,1.06,3.37,89,0.65
2013,야간사고,1804,683,0.68,22,0.81,3.22,1039,0.68
2013,어린이사고,1806,37,0.32,1,1.22,2.7,50,0.35
2013,노인사고,1806,193,0.64,22,1.2,11.4,249,0.77
2013,보행자사고,1806,89,0.18,17,0.86,19.1,75,0.15
2013,자전거사고,1806,35,0.26,2,0.71,5.71,33,0.24
2013,야간사고,1806,232,0.23,20,0.74,8.62,396,0.26
2013,어린이사고,1808,58,0.49,2,2.44,3.45,74,0.51
2013,노인사고,1808,131,0.43,9,0.49,6.87,151,0.47
2013,보행자사고,1808,129,0.26,7,0.35,5.43,127,0.25
2013,자전거사고,1808,35,0.26,2,0.71,5.71,35,0.26
2013,야간사고,1808,409,0.41,17,0.63,4.16,649,0.42
2013,어린이사고,1812,18,0.15,0,0,0,28,0.19
2013,노인사고,1812,87,0.29,7,0.38,8.05,101,0.31
2013,보행자사고,1812,46,0.09,4,0.2,8.7,48,0.1
2013,자전거사고,1812,17,0.13,2,0.71,11.76,15,0.11
2013,야간사고,1812,108,0.11,6,0.22,5.56,198,0.13
2013,어린이사고,1813,13,0.11,0,0,0,19,0.13
2013,노인사고,1813,54,0.18,7,0.38,12.96,51,0.16
2013,보행자사고,1813,20,0.04,3,0.15,15,18,0.04
2013,자전거사고,1813,10,0.08,1,0.35,10,10,0.07
2013,야간사고,1813,36,0.04,4,0.15,11.11,66,0.04
2013,어린이사고,1814,10,0.09,0,0,0,15,0.1
2013,노인사고,1814,45,0.15,3,0.16,6.67,50,0.16
2013,보행자사고,1814,27,0.05,1,0.05,3.7,35,0.07
2013,자전거사고,1814,5,0.04,0,0,0,5,0.04
2013,야간사고,1814,35,0.03,1,0.04,2.86,55,0.04
2013,어린이사고,1818,21,0.18,1,1.22,4.76,22,0.15
2013,노인사고,1818,102,0.34,13,0.71,12.75,111,0.34
2013,보행자사고,1818,52,0.1,7,0.35,13.46,48,0.1
2013,자전거사고,1818,9,0.07,2,0.71,22.22,8,0.06
2013,야간사고,1818,87,0.09,10,0.37,11.49,117,0.08
2013,어린이사고,1819,14,0.12,1,1.22,7.14,18,0.12
2013,노인사고,1819,92,0.3,14,0.76,15.22,97,0.3
2013,보행자사고,1819,35,0.07,7,0.35,20,29,0.06
2013,자전거사고,1819,8,0.06,0,0,0,9,0.07
2013,야간사고,1819,67,0.07,14,0.52,20.9,92,0.06
2013,어린이사고,1820,33,0.28,3,3.66,9.09,42,0.29
2013,노인사고,1820,108,0.36,8,0.44,7.41,121,0.38
2013,보행자사고,1820,60,0.12,5,0.25,8.33,57,0.11
2013,자전거사고,1820,12,0.09,0,0,0,13,0.1
2013,야간사고,1820,119,0.12,19,0.7,15.97,210,0.14
2013,어린이사고,1821,12,0.1,0,0,0,15,0.1
2013,노인사고,1821,84,0.28,5,0.27,5.95,102,0.32
2013,보행자사고,1821,54,0.11,1,0.05,1.85,57,0.11
2013,자전거사고,1821,10,0.08,0,0,0,10,0.07
2013,야간사고,1821,68,0.07,2,0.07,2.94,107,0.07
2013,어린이사고,1822,22,0.19,1,1.22,4.55,25,0.17
2013,노인사고,1822,77,0.25,12,0.65,15.58,81,0.25
2013,보행자사고,1822,42,0.08,7,0.35,16.67,37,0.07
2013,자전거사고,1822,9,0.07,0,0,0,10,0.07
2013,야간사고,1822,56,0.06,8,0.3,14.29,76,0.05
2013,어린이사고,1823,31,0.26,0,0,0,47,0.33
2013,노인사고,1823,129,0.43,9,0.49,6.98,155,0.48
2013,보행자사고,1823,45,0.09,3,0.15,6.67,49,0.1
2013,자전거사고,1823,10,0.08,1,0.35,10,9,0.07
2013,야간사고,1823,126,0.13,9,0.33,7.14,217,0.14
2013,어린이사고,1824,29,0.25,2,2.44,6.9,32,0.22
2013,노인사고,1824,116,0.38,9,0.49,7.76,130,0.4
2013,보행자사고,1824,36,0.07,7,0.35,19.44,33,0.07
2013,자전거사고,1824,21,0.16,0,0,0,23,0.17
2013,야간사고,1824,197,0.2,18,0.67,9.14,349,0.23
2013,어린이사고,1825,29,0.25,0,0,0,54,0.37
2013,노인사고,1825,99,0.33,9,0.49,9.09,128,0.4
2013,보행자사고,1825,50,0.1,3,0.15,6,47,0.09
2013,자전거사고,1825,7,0.05,1,0.35,14.29,6,0.04
2013,야간사고,1825,146,0.15,10,0.37,6.85,269,0.18
2013,어린이사고,1827,10,0.09,0,0,0,12,0.08
2013,노인사고,1827,71,0.23,5,0.27,7.04,90,0.28
2013,보행자사고,1827,27,0.05,1,0.05,3.7,27,0.05
2013,자전거사고,1827,5,0.04,0,0,0,5,0.04
2013,야간사고,1827,51,0.05,3,0.11,5.88,115,0.07
2013,어린이사고,1828,19,0.16,1,1.22,5.26,29,0.2
2013,노인사고,1828,89,0.29,15,0.82,16.85,94,0.29
2013,보행자사고,1828,56,0.11,8,0.4,14.29,53,0.11
2013,자전거사고,1828,7,0.05,2,0.71,28.57,5,0.04
2013,야간사고,1828,93,0.09,6,0.22,6.45,142,0.09
2013,어린이사고,1829,12,0.1,0,0,0,16,0.11
2013,노인사고,1829,77,0.25,4,0.22,5.19,86,0.27
2013,보행자사고,1829,24,0.05,2,0.1,8.33,27,0.05
2013,자전거사고,1829,14,0.11,2,0.71,14.29,13,0.1
2013,야간사고,1829,68,0.07,5,0.19,7.35,105,0.07
2013,어린이사고,1830,11,0.09,0,0,0,18,0.12
2013,노인사고,1830,50,0.17,5,0.27,10,70,0.22
2013,보행자사고,1830,30,0.06,3,0.15,10,32,0.06
2013,자전거사고,1830,5,0.04,0,0,0,5,0.04
2013,야간사고,1830,55,0.05,3,0.11,5.45,95,0.06
2013,어린이사고,1831,6,0.05,0,0,0,7,0.05
2013,노인사고,1831,45,0.15,4,0.22,8.89,49,0.15
2013,보행자사고,1831,31,0.06,2,0.1,6.45,30,0.06
2013,자전거사고,1831,2,0.02,1,0.35,50,2,0.01
2013,야간사고,1831,39,0.04,6,0.22,15.38,56,0.04
2013,어린이사고,1832,4,0.03,0,0,0,4,0.03
2013,노인사고,1832,48,0.16,8,0.44,16.67,54,0.17
2013,보행자사고,1832,16,0.03,2,0.1,12.5,14,0.03
2013,자전거사고,1832,4,0.03,0,0,0,4,0.03
2013,야간사고,1832,31,0.03,8,0.3,25.81,32,0.02
2013,어린이사고,1902,138,1.18,1,1.22,0.72,165,1.14
2013,노인사고,1902,354,1.17,12,0.65,3.39,366,1.14
2013,보행자사고,1902,596,1.19,18,0.91,3.02,611,1.21
2013,자전거사고,1902,214,1.61,4,1.42,1.87,212,1.56
2013,야간사고,1902,1297,1.29,32,1.18,2.47,1919,1.25
2013,어린이사고,1903,126,1.07,0,0,0,162,1.12
2013,노인사고,1903,405,1.34,28,1.53,6.91,432,1.34
2013,보행자사고,1903,371,0.74,24,1.21,6.47,360,0.71
2013,자전거사고,1903,167,1.25,2,0.71,1.2,167,1.23
2013,야간사고,1903,836,0.83,46,1.7,5.5,1292,0.84
2013,어린이사고,1904,31,0.26,0,0,0,36,0.25
2013,노인사고,1904,135,0.45,16,0.87,11.85,133,0.41
2013,보행자사고,1904,129,0.26,10,0.5,7.75,135,0.27
2013,자전거사고,1904,41,0.31,1,0.35,2.44,40,0.29
2013,야간사고,1904,249,0.25,16,0.59,6.43,328,0.21
2013,어린이사고,1905,64,0.55,1,1.22,1.56,83,0.57
2013,노인사고,1905,252,0.83,10,0.55,3.97,289,0.9
2013,보행자사고,1905,237,0.47,9,0.45,3.8,250,0.5
2013,자전거사고,1905,56,0.42,2,0.71,3.57,55,0.4
2013,야간사고,1905,483,0.48,8,0.3,1.66,758,0.49
2013,어린이사고,1906,121,1.03,0,0,0,148,1.03
2013,노인사고,1906,181,0.6,14,0.76,7.73,203,0.63
2013,보행자사고,1906,350,0.7,12,0.61,3.43,363,0.72
2013,자전거사고,1906,137,1.03,3,1.06,2.19,138,1.01
2013,야간사고,1906,1101,1.1,32,1.18,2.91,1710,1.11
2013,어린이사고,1907,32,0.27,0,0,0,41,0.28
2013,노인사고,1907,175,0.58,8,0.44,4.57,195,0.61
2013,보행자사고,1907,157,0.31,6,0.3,3.82,158,0.31
2013,자전거사고,1907,47,0.35,0,0,0,48,0.35
2013,야간사고,1907,247,0.25,9,0.33,3.64,363,0.24
2013,어린이사고,1908,24,0.2,0,0,0,28,0.19
2013,노인사고,1908,155,0.51,8,0.44,5.16,179,0.56
2013,보행자사고,1908,104,0.21,5,0.25,4.81,110,0.22
2013,자전거사고,1908,29,0.22,1,0.35,3.45,30,0.22
2013,야간사고,1908,253,0.25,20,0.74,7.91,378,0.25
2013,어린이사고,1909,28,0.24,1,1.22,3.57,34,0.24
2013,노인사고,1909,134,0.44,14,0.76,10.45,169,0.53
2013,보행자사고,1909,61,0.12,4,0.2,6.56,57,0.11
2013,자전거사고,1909,25,0.19,4,1.42,16,24,0.18
2013,야간사고,1909,125,0.12,12,0.44,9.6,206,0.13
2013,어린이사고,1910,36,0.31,0,0,0,38,0.26
2013,노인사고,1910,183,0.6,14,0.76,7.65,197,0.61
2013,보행자사고,1910,90,0.18,4,0.2,4.44,93,0.18
2013,자전거사고,1910,85,0.64,4,1.42,4.71,85,0.63
2013,야간사고,1910,193,0.19,15,0.56,7.77,261,0.17
2013,어린이사고,1912,3,0.03,0,0,0,5,0.03
2013,노인사고,1912,36,0.12,7,0.38,19.44,34,0.11
2013,보행자사고,1912,14,0.03,8,0.4,57.14,10,0.02
2013,자전거사고,1912,6,0.05,2,0.71,33.33,4,0.03
2013,야간사고,1912,31,0.03,7,0.26,22.58,37,0.02
2013,어린이사고,1913,5,0.04,0,0,0,5,0.03
2013,노인사고,1913,80,0.26,8,0.44,10,83,0.26
2013,보행자사고,1913,40,0.08,4,0.2,10,40,0.08
2013,자전거사고,1913,11,0.08,1,0.35,9.09,10,0.07
2013,야간사고,1913,44,0.04,5,0.19,11.36,49,0.03
2013,어린이사고,1915,2,0.02,0,0,0,2,0.01
2013,노인사고,1915,47,0.16,5,0.27,10.64,52,0.16
2013,보행자사고,1915,24,0.05,6,0.3,25,20,0.04
2013,야간사고,1915,35,0.03,7,0.26,20,39,0.03
2013,어린이사고,1916,4,0.03,0,0,0,6,0.04
2013,노인사고,1916,22,0.07,2,0.11,9.09,23,0.07
2013,보행자사고,1916,12,0.02,0,0,0,13,0.03
2013,자전거사고,1916,5,0.04,0,0,0,5,0.04
2013,야간사고,1916,25,0.02,0,0,0,42,0.03
2013,어린이사고,1917,12,0.1,0,0,0,15,0.1
2013,노인사고,1917,67,0.22,4,0.22,5.97,78,0.24
2013,보행자사고,1917,40,0.08,2,0.1,5,40,0.08
2013,자전거사고,1917,21,0.16,1,0.35,4.76,20,0.15
2013,야간사고,1917,66,0.07,4,0.15,6.06,110,0.07
2013,어린이사고,1922,6,0.05,0,0,0,6,0.04
2013,노인사고,1922,73,0.24,10,0.55,13.7,71,0.22
2013,보행자사고,1922,29,0.06,6,0.3,20.69,23,0.05
2013,자전거사고,1922,5,0.04,1,0.35,20,4,0.03
2013,야간사고,1922,74,0.07,11,0.41,14.86,101,0.07
2013,어린이사고,1923,9,0.08,0,0,0,11,0.08
2013,노인사고,1923,59,0.19,4,0.22,6.78,72,0.22
2013,보행자사고,1923,21,0.04,1,0.05,4.76,20,0.04
2013,자전거사고,1923,9,0.07,0,0,0,9,0.07
2013,야간사고,1923,55,0.05,5,0.19,9.09,86,0.06
2013,어린이사고,1924,11,0.09,0,0,0,15,0.1
2013,노인사고,1924,104,0.34,7,0.38,6.73,114,0.35
2013,보행자사고,1924,37,0.07,3,0.15,8.11,34,0.07
2013,자전거사고,1924,19,0.14,1,0.35,5.26,20,0.15
2013,야간사고,1924,87,0.09,6,0.22,6.9,115,0.07
2013,어린이사고,1925,40,0.34,2,2.44,5,47,0.33
2013,노인사고,1925,84,0.28,4,0.22,4.76,86,0.27
2013,보행자사고,1925,107,0.21,12,0.61,11.21,100,0.2
2013,자전거사고,1925,30,0.23,1,0.35,3.33,31,0.23
2013,야간사고,1925,306,0.31,15,0.56,4.9,437,0.28
2013,어린이사고,1930,9,0.08,0,0,0,12,0.08
2013,노인사고,1930,60,0.2,7,0.38,11.67,67,0.21
2013,보행자사고,1930,31,0.06,2,0.1,6.45,30,0.06
2013,자전거사고,1930,5,0.04,0,0,0,6,0.04
2013,야간사고,1930,62,0.06,7,0.26,11.29,94,0.06
2013,어린이사고,1932,5,0.04,0,0,0,5,0.03
2013,노인사고,1932,48,0.16,7,0.38,14.58,48,0.15
2013,보행자사고,1932,24,0.05,2,0.1,8.33,23,0.05
2013,자전거사고,1932,6,0.05,1,0.35,16.67,5,0.04
2013,야간사고,1932,24,0.02,3,0.11,12.5,32,0.02
2013,어린이사고,1933,8,0.07,1,1.22,12.5,10,0.07
2013,노인사고,1933,68,0.22,4,0.22,5.88,78,0.24
2013,보행자사고,1933,39,0.08,3,0.15,7.69,40,0.08
2013,자전거사고,1933,12,0.09,0,0,0,13,0.1
2013,야간사고,1933,79,0.08,5,0.19,6.33,137,0.09
2013,어린이사고,1934,1,0.01,0,0,0,1,0.01
2013,노인사고,1934,5,0.02,2,0.11,40,4,0.01
2013,보행자사고,1934,8,0.02,0,0,0,8,0.02
2013,야간사고,1934,4,0,0,0,0,4,0
2013,어린이사고,1935,80,0.68,0,0,0,90,0.62
2013,노인사고,1935,181,0.6,10,0.55,5.52,185,0.57
2013,보행자사고,1935,300,0.6,12,0.61,4,299,0.59
2013,자전거사고,1935,103,0.77,0,0,0,106,0.78
2013,야간사고,1935,600,0.6,18,0.67,3,909,0.59
2013,어린이사고,2003,81,0.69,0,0,0,96,0.66
2013,노인사고,2003,241,0.8,23,1.25,9.54,259,0.8
2013,보행자사고,2003,342,0.68,17,0.86,4.97,337,0.67
2013,자전거사고,2003,99,0.74,5,1.77,5.05,99,0.73
2013,야간사고,2003,505,0.5,14,0.52,2.77,699,0.46
2013,어린이사고,2006,69,0.59,2,2.44,2.9,84,0.58
2013,노인사고,2006,121,0.4,9,0.49,7.44,121,0.38
2013,보행자사고,2006,219,0.44,12,0.61,5.48,214,0.42
2013,자전거사고,2006,33,0.25,0,0,0,33,0.24
2013,야간사고,2006,323,0.32,8,0.3,2.48,489,0.32
2013,어린이사고,2008,125,1.07,3,3.66,2.4,143,0.99
2013,노인사고,2008,243,0.8,8,0.44,3.29,256,0.8
2013,보행자사고,2008,477,0.95,17,0.86,3.56,486,0.96
2013,자전거사고,2008,102,0.77,1,0.35,0.98,104,0.76
2013,야간사고,2008,904,0.9,28,1.04,3.1,1337,0.87
2013,어린이사고,2009,28,0.24,0,0,0,37,0.26
2013,노인사고,2009,121,0.4,6,0.33,4.96,126,0.39
2013,보행자사고,2009,104,0.21,5,0.25,4.81,107,0.21
2013,자전거사고,2009,29,0.22,0,0,0,30,0.22
2013,야간사고,2009,183,0.18,14,0.52,7.65,256,0.17
2013,어린이사고,2010,92,0.78,1,1.22,1.09,116,0.8
2013,노인사고,2010,94,0.31,10,0.55,10.64,92,0.29
2013,보행자사고,2010,301,0.6,13,0.66,4.32,297,0.59
2013,자전거사고,2010,62,0.47,0,0,0,63,0.46
2013,야간사고,2010,569,0.57,17,0.63,2.99,786,0.51
2013,어린이사고,2012,5,0.04,0,0,0,9,0.06
2013,노인사고,2012,62,0.2,9,0.49,14.52,62,0.19
2013,보행자사고,2012,31,0.06,4,0.2,12.9,27,0.05
2013,자전거사고,2012,6,0.05,0,0,0,6,0.04
2013,야간사고,2012,50,0.05,7,0.26,14,67,0.04
2013,어린이사고,2013,21,0.18,1,1.22,4.76,35,0.24
2013,노인사고,2013,80,0.26,12,0.65,15,75,0.23
2013,보행자사고,2013,53,0.11,5,0.25,9.43,49,0.1
2013,자전거사고,2013,17,0.13,2,0.71,11.76,15,0.11
2013,야간사고,2013,111,0.11,11,0.41,9.91,180,0.12
2013,어린이사고,2014,16,0.14,0,0,0,20,0.14
2013,노인사고,2014,110,0.36,10,0.55,9.09,125,0.39
2013,보행자사고,2014,64,0.13,5,0.25,7.81,64,0.13
2013,자전거사고,2014,11,0.08,2,0.71,18.18,9,0.07
2013,야간사고,2014,130,0.13,8,0.3,6.15,191,0.12
2013,어린이사고,2016,55,0.47,0,0,0,64,0.44
2013,노인사고,2016,102,0.34,5,0.27,4.9,103,0.32
2013,보행자사고,2016,238,0.48,9,0.45,3.78,246,0.49
2013,자전거사고,2016,65,0.49,2,0.71,3.08,64,0.47
2013,야간사고,2016,463,0.46,16,0.59,3.46,637,0.42
2013,어린이사고,2022,16,0.14,0,0,0,19,0.13
2013,노인사고,2022,58,0.19,9,0.49,15.52,63,0.2
2013,보행자사고,2022,51,0.1,8,0.4,15.69,44,0.09
2013,자전거사고,2022,11,0.08,2,0.71,18.18,9,0.07
2013,야간사고,2022,79,0.08,6,0.22,7.59,114,0.07
2013,어린이사고,2023,59,0.5,0,0,0,86,0.6
2013,노인사고,2023,151,0.5,8,0.44,5.3,172,0.53
2013,보행자사고,2023,137,0.27,7,0.35,5.11,140,0.28
2013,자전거사고,2023,32,0.24,1,0.35,3.13,31,0.23
2013,야간사고,2023,240,0.24,9,0.33,3.75,365,0.24
2013,어린이사고,2024,18,0.15,0,0,0,23,0.16
2013,노인사고,2024,70,0.23,8,0.44,11.43,73,0.23
2013,보행자사고,2024,61,0.12,4,0.2,6.56,60,0.12
2013,자전거사고,2024,1,0.01,0,0,0,1,0.01
2013,야간사고,2024,63,0.06,4,0.15,6.35,90,0.06
2013,어린이사고,2025,14,0.12,1,1.22,7.14,15,0.1
2013,노인사고,2025,47,0.16,3,0.16,6.38,56,0.17
2013,보행자사고,2025,41,0.08,4,0.2,9.76,39,0.08
2013,자전거사고,2025,5,0.04,0,0,0,6,0.04
2013,야간사고,2025,50,0.05,4,0.15,8,63,0.04
2013,어린이사고,2026,14,0.12,0,0,0,16,0.11
2013,노인사고,2026,54,0.18,5,0.27,9.26,87,0.27
2013,보행자사고,2026,37,0.07,4,0.2,10.81,36,0.07
2013,자전거사고,2026,1,0.01,0,0,0,1,0.01
2013,야간사고,2026,55,0.05,6,0.22,10.91,89,0.06
2013,어린이사고,2027,11,0.09,0,0,0,13,0.09
2013,노인사고,2027,76,0.25,6,0.33,7.89,79,0.25
2013,보행자사고,2027,37,0.07,4,0.2,10.81,34,0.07
2013,자전거사고,2027,10,0.08,0,0,0,10,0.07
2013,야간사고,2027,63,0.06,4,0.15,6.35,84,0.05
2013,어린이사고,2028,17,0.14,0,0,0,19,0.13
2013,노인사고,2028,79,0.26,10,0.55,12.66,84,0.26
2013,보행자사고,2028,52,0.1,2,0.1,3.85,51,0.1
2013,자전거사고,2028,15,0.11,1,0.35,6.67,14,0.1
2013,야간사고,2028,118,0.12,9,0.33,7.63,174,0.11
2013,어린이사고,2029,9,0.08,0,0,0,12,0.08
2013,노인사고,2029,73,0.24,9,0.49,12.33,76,0.24
2013,보행자사고,2029,44,0.09,5,0.25,11.36,40,0.08
2013,자전거사고,2029,9,0.07,0,0,0,10,0.07
2013,야간사고,2029,52,0.05,8,0.3,15.38,60,0.04
2013,어린이사고,2030,210,1.79,3,3.66,1.43,236,1.63
2013,노인사고,2030,465,1.54,40,2.18,8.6,492,1.53
2013,보행자사고,2030,933,1.87,51,2.57,5.47,935,1.85
2013,자전거사고,2030,282,2.12,5,1.77,1.77,284,2.09
2013,야간사고,2030,1748,1.74,63,2.33,3.6,2498,1.63
2013,어린이사고,2101,232,1.98,0,0,0,279,1.93
2013,노인사고,2101,438,1.45,29,1.58,6.62,457,1.42
2013,보행자사고,2101,816,1.63,32,1.61,3.92,812,1.61
2013,자전거사고,2101,150,1.13,1,0.35,0.67,151,1.11
2013,야간사고,2101,1317,1.31,34,1.26,2.58,1950,1.27
2013,어린이사고,2102,61,0.52,1,1.22,1.64,78,0.54
2013,노인사고,2102,230,0.76,15,0.82,6.52,244,0.76
2013,보행자사고,2102,205,0.41,13,0.66,6.34,196,0.39
2013,자전거사고,2102,33,0.25,1,0.35,3.03,34,0.25
2013,야간사고,2102,378,0.38,18,0.67,4.76,521,0.34
2013,어린이사고,2201,24,0.2,0,0,0,29,0.2
2013,노인사고,2201,159,0.53,3,0.16,1.89,162,0.5
2013,보행자사고,2201,278,0.56,4,0.2,1.44,288,0.57
2013,자전거사고,2201,89,0.67,1,0.35,1.12,93,0.68
2013,야간사고,2201,507,0.51,7,0.26,1.38,777,0.51
2013,어린이사고,2202,75,0.64,0,0,0,85,0.59
2013,노인사고,2202,267,0.88,10,0.55,3.75,274,0.85
2013,보행자사고,2202,401,0.8,18,0.91,4.49,389,0.77
2013,자전거사고,2202,157,1.18,1,0.35,0.64,158,1.16
2013,야간사고,2202,742,0.74,18,0.67,2.43,1062,0.69
2013,어린이사고,2203,52,0.44,0,0,0,62,0.43
2013,노인사고,2203,182,0.6,7,0.38,3.85,181,0.56
2013,보행자사고,2203,308,0.62,10,0.5,3.25,308,0.61
2013,자전거사고,2203,133,1,0,0,0,139,1.02
2013,야간사고,2203,630,0.63,6,0.22,0.95,1005,0.66
2013,어린이사고,2204,35,0.3,0,0,0,39,0.27
2013,노인사고,2204,127,0.42,4,0.22,3.15,131,0.41
2013,보행자사고,2204,227,0.45,7,0.35,3.08,232,0.46
2013,자전거사고,2204,71,0.53,0,0,0,76,0.56
2013,야간사고,2204,450,0.45,4,0.15,0.89,709,0.46
2013,어린이사고,2205,126,1.07,0,0,0,153,1.06
2013,노인사고,2205,319,1.05,11,0.6,3.45,329,1.02
2013,보행자사고,2205,478,0.96,11,0.55,2.3,486,0.96
2013,자전거사고,2205,334,2.51,7,2.48,2.1,343,2.52
2013,야간사고,2205,1181,1.18,14,0.52,1.19,1725,1.12
2013,어린이사고,2206,107,0.91,1,1.22,0.93,125,0.87
2013,노인사고,2206,235,0.78,11,0.6,4.68,240,0.75
2013,보행자사고,2206,428,0.86,14,0.71,3.27,427,0.85
2013,자전거사고,2206,235,1.76,2,0.71,0.85,237,1.74
2013,야간사고,2206,980,0.98,16,0.59,1.63,1485,0.97
2013,어린이사고,2207,191,1.63,0,0,0,220,1.52
2013,노인사고,2207,355,1.17,15,0.82,4.23,357,1.11
2013,보행자사고,2207,777,1.55,15,0.76,1.93,798,1.58
2013,자전거사고,2207,353,2.65,6,2.13,1.7,366,2.69
2013,야간사고,2207,1694,1.69,17,0.63,1,2477,1.61
2013,어린이사고,2208,56,0.48,1,1.22,1.79,64,0.44
2013,노인사고,2208,121,0.4,3,0.16,2.48,140,0.44
2013,보행자사고,2208,146,0.29,8,0.4,5.48,146,0.29
2013,자전거사고,2208,61,0.46,3,1.06,4.92,60,0.44
2013,야간사고,2208,324,0.32,19,0.7,5.86,465,0.3
2013,어린이사고,2301,30,0.26,0,0,0,39,0.27
2013,노인사고,2301,57,0.19,1,0.05,1.75,58,0.18
2013,보행자사고,2301,90,0.18,1,0.05,1.11,94,0.19
2013,자전거사고,2301,24,0.18,0,0,0,24,0.18
2013,야간사고,2301,186,0.19,8,0.3,4.3,316,0.21
2013,어린이사고,2302,12,0.1,0,0,0,15,0.1
2013,노인사고,2302,29,0.1,3,0.16,10.34,28,0.09
2013,보행자사고,2302,64,0.13,2,0.1,3.13,63,0.12
2013,자전거사고,2302,15,0.11,2,0.71,13.33,14,0.1
2013,야간사고,2302,81,0.08,1,0.04,1.23,124,0.08
2013,어린이사고,2303,77,0.66,1,1.22,1.3,102,0.71
2013,노인사고,2303,165,0.54,7,0.38,4.24,172,0.53
2013,보행자사고,2303,474,0.95,10,0.5,2.11,487,0.97
2013,자전거사고,2303,49,0.37,1,0.35,2.04,51,0.38
2013,야간사고,2303,819,0.82,13,0.48,1.59,1280,0.83
2013,어린이사고,2304,66,0.56,1,1.22,1.52,71,0.49
2013,노인사고,2304,167,0.55,7,0.38,4.19,169,0.53
