일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),일 최심적설(cm),평균 지면온도(°C)
2014/11/08,9.8,5.6,15.5,,2.6,0.8,72.9,,9.7
2014/11/09,9.2,4.7,15.7,,4.3,1.4,63.0,,8.1
2014/11/10,8.4,1.6,17.1,,3.1,0.9,70.6,,6.6
2014/11/11,9.1,3.7,15.6,2.2,3.0,1.1,78.3,,8.1
2014/11/12,7.0,-0.1,11.1,5.8,6.5,4.0,53.6,,7.4
2014/11/13,1.2,-1.5,5.1,,5.8,3.0,43.1,,1.2
2014/11/14,4.6,-0.5,10.6,0.0,4.4,1.3,58.6,,3.7
2014/11/15,4.2,-1.3,10.7,,4.3,1.3,51.4,,2.4
2014/11/16,7.0,0.9,12.7,0.4,4.0,1.0,50.4,,5.6
2014/11/17,6.4,3.0,10.5,2.3,4.5,1.6,78.0,,6.1
2014/11/18,4.4,-1.0,11.1,,3.8,1.3,66.8,,2.8
2014/11/19,4.6,-1.9,12.8,,2.8,0.9,69.6,,2.6
2014/11/20,7.0,0.8,14.4,,2.4,0.7,71.5,,4.4
2014/11/21,9.7,2.8,16.8,,3.1,1.2,70.8,,6.6
2014/11/22,8.7,4.6,11.0,4.9,3.9,0.9,93.3,,8.2
2014/11/23,8.4,4.2,12.0,,3.2,1.3,86.6,,8.3
2014/11/24,9.4,6.5,12.5,,1.8,0.5,72.1,,8.4
2014/11/25,9.7,3.7,15.0,,5.4,2.2,65.6,,7.0
2014/11/26,10.0,6.6,15.2,,3.4,1.7,64.3,,7.9
2014/11/27,9.8,5.5,15.4,,2.4,0.8,79.9,,8.6
2014/11/28,9.4,6.9,11.3,16.4,6.1,2.5,89.8,,8.2
2014/11/29,8.0,4.2,12.2,,3.0,1.3,88.5,,6.5
2014/11/30,9.4,6.9,11.0,7.8,4.5,2.1,89.1,,8.8
2014/12/01,-0.2,-5.8,8.7,0.9,7.9,4.7,61.6,,3.0
2014/12/02,-4.3,-6.9,-0.6,0.0,5.6,3.1,49.1,,-1.7
2014/12/03,-2.0,-5.6,0.5,3.6,4.9,1.2,69.3,5.5,-0.2
2014/12/04,-3.1,-6.5,0.5,0.0,4.9,2.2,51.0,1.4,-0.1
2014/12/05,-5.0,-8.1,-0.7,,4.8,2.7,47.6,,-0.3
2014/12/06,-4.2,-8.1,0.4,0.0,5.0,2.4,51.5,,-0.6
2014/12/07,-2.7,-7.0,0.2,0.1,2.5,1.4,55.3,0.3,-0.4
2014/12/08,-1.1,-4.4,3.6,0.6,4.7,2.0,62.8,1.2,-0.3
2014/12/09,-2.3,-7.9,3.5,,3.3,0.9,52.6,,-0.6
2014/12/10,1.7,-3.1,5.0,1.7,2.1,0.9,61.5,,-0.3
2014/12/11,-0.2,-4.1,3.4,0.3,5.9,2.5,62.3,,-0.4
2014/12/12,-2.2,-5.4,3.0,0.4,3.6,1.4,66.3,0.5,-1.0
2014/12/13,-3.8,-6.6,-0.6,,5.0,2.4,47.8,0.5,-1.8
2014/12/14,-3.1,-9.0,1.7,0.0,2.6,1.4,64.8,,-1.8
2014/12/15,1.2,-1.9,4.3,9.1,4.2,1.9,85.0,,-0.7
2014/12/16,-3.4,-7.7,2.2,1.0,7.1,4.2,59.6,,-1.3
2014/12/17,-7.3,-9.5,-4.0,,8.0,4.3,39.4,,-4.1
2014/12/18,-6.5,-11.1,-0.4,,4.4,1.8,39.8,,-4.5
2014/12/19,-2.4,-7.4,1.1,1.1,4.1,1.9,53.0,,-2.4
2014/12/20,-0.6,-4.6,2.1,5.9,5.5,2.8,67.8,,-0.9
2014/12/21,-4.6,-7.3,-0.3,0.0,4.3,1.9,55.0,,-3.5
2014/12/22,-4.3,-9.3,2.6,1.7,5.9,1.3,75.6,2.5,-2.7
2014/12/23,-1.1,-7.2,3.7,0.0,2.4,1.0,76.0,,-1.7
2014/12/24,2.2,-1.9,8.3,0.0,5.5,1.7,67.8,,-0.3
2014/12/25,-1.2,-4.1,3.4,,4.7,2.1,50.3,,-2.6
2014/12/26,-2.4,-6.8,2.7,,2.8,1.1,48.0,,-3.4
2014/12/27,-1.9,-6.9,5.1,,2.2,0.6,59.8,,-3.0
2014/12/28,-1.2,-5.9,2.5,,1.8,0.8,72.5,,-1.9
2014/12/29,2.4,-1.2,7.4,,3.2,0.8,76.8,,-0.2
2014/12/30,0.8,-2.8,7.5,,4.7,1.2,75.8,,-1.3
2014/12/31,-1.0,-5.8,3.1,0.7,7.0,2.9,59.1,1.0,-1.5
2015/01/01,-6.4,-8.5,-3.4,,6.1,3.6,42.8,,-4.8
2015/01/02,-4.6,-8.3,-0.5,,6.0,2.2,45.4,,-3.9
2015/01/03,-2.6,-9.9,2.4,,2.8,1.2,59.6,,-3.4
2015/01/04,2.1,-2.1,8.5,,2.7,1.1,74.1,,-0.3
2015/01/05,3.6,-2.9,9.3,2.0,3.7,1.1,80.1,,-0.5
2015/01/06,-1.5,-6.1,4.2,2.4,5.3,3.4,53.5,,-0.8
2015/01/07,-4.2,-6.9,0.2,,4.4,2.5,33.5,,-3.9
2015/01/08,-4.7,-10.2,0.8,,4.1,1.3,55.4,,-4.2
2015/01/09,-2.7,-8.1,3.3,,3.3,1.1,71.6,,-3.3
2015/01/10,-0.7,-6.8,5.8,,5.0,1.3,70.8,,-3.1
2015/01/11,-0.3,-2.9,3.6,0.0,6.2,2.8,60.1,,-2.1
2015/01/12,-2.3,-7.3,3.9,,4.3,1.3,45.1,,-3.7
2015/01/13,0.0,-7.1,6.7,,2.1,0.7,54.0,,-2.3
2015/01/14,3.0,-0.6,7.6,,2.6,0.8,49.6,,-0.3
2015/01/15,2.8,-0.9,9.2,,4.1,1.2,60.8,,0.1
2015/01/16,0.9,-1.5,3.7,0.8,5.7,2.6,79.6,,-0.1
2015/01/17,-3.6,-6.4,0.5,,4.8,2.7,52.0,,-2.7
2015/01/18,-1.1,-7.1,3.1,4.7,4.3,1.7,78.0,3.0,-1.7
2015/01/19,0.9,-2.6,4.6,0.5,5.5,2.5,70.5,2.8,-0.1
2015/01/20,-0.1,-6.1,5.6,,2.4,0.9,62.1,,-1.2
2015/01/21,3.3,-1.3,7.6,0.8,2.6,1.1,67.1,,-0.1
2015/01/22,2.8,-0.9,8.3,0.0,2.8,1.1,80.5,,0.4
2015/01/23,1.1,-2.3,4.9,,2.8,1.3,81.0,,0.0
2015/01/24,3.1,0.2,8.9,,3.9,1.1,71.1,,0.6
2015/01/25,3.4,-0.4,5.5,5.5,4.4,2.2,84.1,,0.2
2015/01/26,4.2,0.8,6.5,0.8,3.6,1.6,91.5,,1.3
2015/01/27,-2.2,-6.2,1.4,,4.2,2.6,55.8,,-0.5
2015/01/28,-3.6,-7.6,2.4,,3.8,1.6,53.8,,-1.5
2015/01/29,0.1,-4.8,4.0,,3.3,1.3,58.8,,-0.6
2015/01/30,-1.9,-5.6,1.5,,5.0,2.9,48.1,,-0.8
2015/01/31,-3.9,-7.1,1.1,,3.7,1.8,48.5,,-2.1
2015/02/01,-2.5,-9.1,4.3,,3.6,1.3,51.1,,-1.9
2015/02/02,-1.1,-6.4,6.4,,3.2,0.9,59.4,,-1.2
2015/02/03,-0.2,-5.1,6.5,,3.4,1.0,72.6,,-1.0
2015/02/04,0.4,-4.7,6.1,,4.6,1.4,80.6,,-0.5
2015/02/05,0.4,-3.9,5.5,,5.5,1.9,65.0,,-0.4
2015/02/06,-0.2,-5.0,6.2,,3.6,1.3,75.3,,-0.6
2015/02/07,1.2,-3.0,6.5,,4.3,1.6,71.9,,-0.1
2015/02/08,-8.1,-10.5,-1.3,,6.2,4.2,36.0,,-2.8
2015/02/09,-4.2,-11.7,1.1,0.7,6.3,2.6,55.3,1.2,-2.4
2015/02/10,2.0,-2.9,7.6,,6.5,2.1,73.3,1.1,0.4
2015/02/11,2.8,-1.2,8.3,,3.6,1.4,62.4,,0.6
2015/02/12,-1.0,-3.5,3.0,,6.3,3.4,36.5,,-0.6
2015/02/13,-1.0,-5.3,3.7,,5.3,2.3,45.3,,-0.9
2015/02/14,1.6,-4.4,8.6,,4.1,1.3,78.5,,-0.4
2015/02/15,7.6,0.0,12.9,0.0,4.7,2.3,66.8,,1.7
2015/02/16,5.3,3.6,8.4,12.3,5.0,2.9,95.0,,2.3
2015/02/17,2.5,1.3,4.0,0.1,4.5,2.7,81.1,,2.1
2015/02/18,1.0,-1.6,3.3,0.0,4.6,1.6,77.6,,0.6
2015/02/19,1.9,-3.8,8.6,,3.2,1.1,71.0,,2.4
2015/02/20,4.8,-3.1,11.2,,3.2,1.2,63.0,,3.4
2015/02/21,6.4,5.6,7.3,6.6,5.1,2.6,79.8,,4.9
2015/02/22,3.8,0.8,7.4,2.1,6.4,3.0,77.4,,4.6
2015/02/23,1.2,-1.0,6.0,,4.2,1.9,62.8,,2.7
2015/02/24,2.3,-1.8,7.8,,3.2,1.4,66.8,,3.2
2015/02/25,5.4,-0.6,12.1,0.1,4.7,1.9,54.0,,4.7
2015/02/26,1.7,-2.6,5.3,0.8,7.0,3.7,58.8,,4.2
2015/02/27,-0.5,-4.5,4.3,,5.0,2.6,37.8,,1.7
2015/02/28,3.0,-2.7,7.4,,3.8,1.4,46.8,,2.5
2015/03/01,2.8,0.4,6.0,0.1,6.4,2.9,62.3,,2.9
2015/03/02,3.4,-3.0,10.1,,4.0,1.4,53.3,,3.4
2015/03/03,3.5,-0.9,8.5,3.5,5.5,2.6,63.4,,3.3
2015/03/04,-1.1,-3.6,2.9,,7.3,4.1,44.1,,0.7
2015/03/05,-0.4,-5.5,5.9,,3.6,1.5,54.4,,0.7
2015/03/06,2.4,-4.4,10.7,,3.8,1.3,52.1,,1.5
2015/03/07,3.0,-4.3,11.6,,4.7,1.5,63.4,,2.0
2015/03/08,7.1,-1.8,16.0,,3.2,1.2,53.9,,4.4
2015/03/09,2.7,-4.4,8.4,,7.8,3.8,48.6,,4.4
2015/03/10,-2.4,-6.0,1.3,,7.3,4.6,33.8,,-0.4
2015/03/11,0.7,-5.3,7.7,,8.0,3.3,51.0,,0.9
2015/03/12,2.9,-3.8,7.8,,5.4,1.9,38.4,,1.6
2015/03/13,6.1,2.4,11.5,1.1,5.0,2.4,55.1,,5.2
2015/03/14,4.2,-1.9,11.6,,4.4,1.5,39.9,,3.3
2015/03/15,4.9,-2.1,12.8,,3.5,1.3,49.5,,3.7
2015/03/16,8.8,0.0,18.6,,3.2,1.0,51.1,,5.8
2015/03/17,10.7,3.8,17.8,0.0,2.8,0.9,55.3,,8.4
2015/03/18,10.3,7.4,13.8,5.9,6.8,2.4,75.5,,8.1
2015/03/19,11.7,5.4,20.1,,4.1,1.4,63.8,,10.6
2015/03/20,12.1,5.4,21.8,,5.2,1.3,47.1,,9.2
2015/03/21,10.5,4.0,18.2,,4.3,1.4,45.4,,9.2
2015/03/22,7.2,1.9,15.0,,7.4,2.9,54.1,,6.1
2015/03/23,5.3,0.9,9.7,,6.8,3.4,30.0,,4.9
2015/03/24,4.6,-1.9,12.0,,4.8,1.8,40.5,,4.5
2015/03/25,6.1,-1.2,14.0,,4.4,1.7,47.1,,5.9
2015/03/26,6.9,-0.6,14.9,,4.7,1.9,57.9,,7.1
2015/03/27,7.8,0.9,17.0,,4.6,1.6,55.0,,7.9
2015/03/28,9.2,-0.5,17.9,,3.8,1.6,43.9,,8.6
2015/03/29,9.5,5.7,15.3,,4.7,1.4,71.0,,9.7
2015/03/30,12.3,3.7,21.7,,4.3,1.4,66.8,,11.2
2015/03/31,12.5,7.5,15.0,1.9,3.8,1.5,87.4,,10.8
2015/04/01,13.4,11.1,17.8,0.9,6.5,3.0,72.1,,12.8
2015/04/02,15.9,10.3,21.9,30.5,8.8,4.9,69.8,,15.6
2015/04/03,9.7,6.9,16.2,13.4,6.1,1.8,93.8,,12.0
2015/04/04,13.3,8.6,18.7,0.3,6.1,3.5,61.9,,13.4
2015/04/05,10.7,9.9,12.2,0.9,5.0,1.9,90.9,,11.2
2015/04/06,11.1,7.7,15.3,,5.1,2.2,63.0,,11.4
2015/04/07,9.0,4.8,14.0,0.0,4.3,2.0,63.1,,10.2
2015/04/08,8.8,4.9,14.2,,4.9,2.0,60.4,,9.5
2015/04/09,9.2,4.7,15.7,,3.9,1.4,58.0,,10.2
2015/04/10,10.1,3.0,19.6,,5.7,1.8,56.0,,10.6
2015/04/11,12.0,4.0,20.7,,4.0,1.6,54.9,,11.9
2015/04/12,14.5,6.9,19.9,,6.4,2.8,37.6,,11.8
2015/04/13,11.9,7.6,17.2,2.4,6.5,4.1,56.4,,11.1
2015/04/14,7.9,7.0,9.9,5.9,3.8,1.7,86.5,,9.3
2015/04/15,11.5,6.3,18.4,2.5,4.5,1.9,75.6,,12.5
2015/04/16,10.1,7.1,16.2,4.3,6.4,2.8,74.4,,8.7
2015/04/17,10.3,3.1,18.0,,5.5,2.1,58.1,,11.3
2015/04/18,15.0,3.6,22.8,,4.0,1.1,42.5,,14.0
2015/04/19,14.1,11.7,17.8,25.7,4.0,2.1,91.4,,13.9
2015/04/20,12.4,8.6,16.6,6.3,5.3,2.1,78.1,,12.9
2015/04/21,13.1,6.0,21.4,,4.5,1.6,58.1,,14.3
2015/04/22,13.1,7.7,20.2,,4.6,1.9,57.3,,13.9
2015/04/23,14.1,6.1,21.4,,5.0,1.8,49.6,,14.8
2015/04/24,15.3,9.9,23.0,,5.1,1.9,44.6,,16.3
2015/04/25,14.9,7.3,23.3,,4.5,1.6,39.4,,16.0
2015/04/26,17.2,7.6,25.8,,4.3,1.6,44.5,,17.2
2015/04/27,17.9,10.9,25.9,,5.0,1.6,45.8,,18.2
2015/04/28,19.3,9.7,26.1,,3.3,1.3,52.6,,19.5
2015/04/29,17.1,16.2,17.8,6.1,4.8,2.3,85.9,,16.5
2015/04/30,19.9,14.5,27.4,,3.4,1.4,68.4,,20.5
2015/05/01,19.5,13.8,26.2,,4.5,1.7,71.1,,21.6
2015/05/02,19.9,14.0,26.5,1.7,4.7,1.5,74.9,,21.3
2015/05/03,18.0,15.2,19.7,3.4,3.3,1.4,96.5,,18.9
2015/05/04,15.4,10.7,21.3,,8.1,3.2,59.5,,19.1
2015/05/05,13.7,7.3,20.3,,4.8,2.1,50.5,,17.6
2015/05/06,14.8,8.7,22.1,,3.2,1.5,43.1,,15.9
2015/05/07,15.8,9.1,24.5,,5.3,1.6,49.8,,18.7
2015/05/08,16.2,11.3,21.6,0.0,3.8,1.7,71.3,,17.9
2015/05/09,17.1,12.8,23.0,,4.6,2.0,63.3,,20.4
2015/05/10,17.8,11.1,25.4,,3.3,1.5,55.5,,21.0
2015/05/11,18.0,12.9,23.1,14.6,5.8,3.3,68.1,,18.5
2015/05/12,14.0,10.3,19.1,10.5,7.0,4.3,77.9,,18.3
2015/05/13,18.4,10.5,24.5,,7.5,3.3,61.1,,18.7
2015/05/14,20.5,13.3,27.1,,4.5,2.2,67.8,,21.2
2015/05/15,17.8,14.1,21.8,,4.1,1.6,88.4,,19.0
2015/05/16,17.2,9.8,25.6,,5.3,1.8,60.5,,19.9
2015/05/17,17.8,10.2,26.0,,3.8,1.4,52.8,,20.0
2015/05/18,17.9,13.4,23.0,,4.2,1.8,62.9,,18.3
2015/05/19,15.1,12.9,18.0,1.3,3.7,1.8,96.1,,16.6
2015/05/20,15.7,9.9,21.1,,5.9,2.3,70.6,,19.7
2015/05/21,18.1,11.1,26.6,,5.4,1.9,62.9,,23.1
2015/05/22,19.4,12.4,27.8,,5.4,1.8,52.8,,23.6
2015/05/23,19.7,11.8,28.5,,4.6,1.7,48.5,,24.6
2015/05/24,19.4,12.0,27.4,,4.7,1.8,46.6,,25.2
2015/05/25,19.0,12.7,27.5,,4.8,1.8,62.4,,25.3
2015/05/26,20.0,12.2,29.6,,5.1,1.6,64.8,,27.0
2015/05/27,22.6,12.4,31.3,,4.4,1.4,45.5,,28.4
2015/05/28,23.4,15.7,31.8,,5.1,1.7,39.9,,26.7
2015/05/29,22.7,16.8,29.9,,4.6,1.8,48.1,,25.8
2015/05/30,18.1,15.6,22.4,1.1,4.2,1.8,82.4,,20.4
2015/05/31,20.5,14.6,29.0,,3.8,1.5,66.5,,25.5
2015/06/01,21.1,13.9,28.5,,4.3,1.5,58.3,,24.9
2015/06/02,22.4,17.6,29.7,,4.6,1.8,58.1,,26.7
2015/06/03,22.1,17.2,27.9,,6.7,3.2,49.8,,27.4
2015/06/04,22.4,14.3,30.6,,4.7,1.6,45.1,,28.8
2015/06/05,19.0,16.5,21.8,0.3,4.1,1.5,58.9,,21.6
2015/06/06,21.7,15.6,27.1,,4.2,1.9,54.5,,29.2
2015/06/07,22.9,17.2,30.5,,5.3,1.8,51.8,,30.0
2015/06/08,22.1,17.8,26.9,,4.1,1.5,61.3,,26.9
2015/06/09,21.1,17.3,27.8,,4.7,2.2,75.6,,26.3
2015/06/10,24.1,15.9,33.6,,4.7,1.6,63.6,,32.1
2015/06/11,23.8,18.8,28.5,0.2,5.7,2.2,68.6,,25.6
2015/06/12,23.8,18.6,29.7,0.3,5.3,2.4,65.9,,28.2
2015/06/13,24.2,18.6,29.7,1.0,4.7,2.2,69.0,,26.6
2015/06/14,22.9,18.7,27.7,7.4,5.2,1.8,73.4,,26.1
2015/06/15,24.1,19.9,30.2,,4.7,1.6,71.4,,28.5
2015/06/16,23.3,18.5,30.0,,5.3,1.9,74.4,,29.4
2015/06/17,23.1,18.9,29.2,0.8,4.6,1.5,80.1,,26.7
2015/06/18,24.8,20.5,30.3,0.0,4.1,2.0,64.4,,27.8
2015/06/19,24.4,21.0,30.0,,4.8,2.6,59.9,,29.9
2015/06/20,20.0,17.7,22.3,3.8,4.0,1.3,90.8,,22.1
2015/06/21,22.3,16.2,29.9,,4.1,1.6,72.5,,27.8
2015/06/22,23.4,18.1,30.0,,5.1,1.8,68.4,,29.5
2015/06/23,24.0,18.8,31.3,,4.3,1.7,68.4,,30.2
2015/06/24,25.1,19.6,31.5,,5.5,1.7,64.4,,30.3
2015/06/25,23.5,20.5,27.7,1.8,4.3,2.0,72.0,,26.6
2015/06/26,21.5,18.6,25.4,14.6,4.9,3.0,77.3,,21.9
2015/06/27,24.9,20.4,30.1,,4.7,2.1,60.9,,27.0
2015/06/28,24.2,19.2,30.1,,4.5,1.9,72.1,,28.8
2015/06/29,25.0,19.5,30.8,0.0,4.1,1.8,69.4,,29.6
2015/06/30,24.4,21.4,30.4,0.0,4.3,1.5,73.9,,29.7
2015/07/01,23.4,20.0,27.8,,6.0,3.0,73.3,,29.1
2015/07/02,23.4,19.6,29.9,,4.7,2.4,73.8,,29.0
2015/07/03,22.7,18.8,28.8,,5.4,2.2,68.8,,30.3
2015/07/04,23.1,16.8,30.2,,3.6,1.8,60.4,,29.4
2015/07/05,23.3,18.1,29.7,,5.0,2.0,67.5,,30.3
2015/07/06,24.2,18.6,31.8,,4.3,1.6,63.3,,31.3
2015/07/07,24.1,20.2,28.2,,5.4,2.1,63.0,,27.7
2015/07/08,22.6,19.7,25.8,1.1,6.1,3.4,80.9,,24.6
2015/07/09,25.6,22.6,30.1,,5.7,3.2,69.0,,27.7
2015/07/10,28.0,23.4,33.5,,3.2,1.7,68.3,,31.2
2015/07/11,29.3,24.7,35.0,0.2,4.2,1.8,68.8,,33.8
2015/07/12,25.0,24.0,26.7,21.1,7.5,4.4,93.9,,25.5
2015/07/13,23.1,21.5,25.4,16.3,5.3,3.7,96.3,,23.6
2015/07/14,25.2,21.9,31.0,,3.9,2.0,82.3,,27.1
2015/07/15,27.5,21.2,34.3,,6.0,2.1,66.8,,28.2
2015/07/16,25.0,21.1,29.5,,5.9,4.0,53.5,,26.6
2015/07/17,24.0,19.0,29.5,,5.4,2.9,51.5,,26.0
2015/07/18,23.8,22.4,27.4,0.2,3.4,1.6,72.3,,25.6
2015/07/19,24.8,20.6,29.1,9.7,3.1,1.4,84.0,,25.7
2015/07/20,27.7,24.0,30.8,,3.5,2.0,78.1,,27.3
2015/07/21,26.7,24.3,30.5,0.3,3.1,1.4,86.5,,27.2
2015/07/22,27.0,24.2,31.5,0.3,3.9,1.4,83.5,,28.6
2015/07/23,26.2,24.2,30.9,14.5,3.8,1.3,90.6,,26.9
2015/07/24,24.5,23.5,25.3,23.8,2.8,1.1,100.0,,25.3
2015/07/25,25.4,23.6,27.4,56.4,6.7,2.1,95.8,,25.5
2015/07/26,27.5,24.0,32.9,14.7,4.2,1.6,81.6,,29.1
2015/07/27,25.9,24.0,30.0,2.5,3.0,1.4,91.6,,27.1
2015/07/28,27.7,24.5,32.1,0.0,3.5,1.7,81.9,,29.3
2015/07/29,26.3,23.9,29.6,64.7,3.8,1.4,94.4,,26.4
2015/07/30,28.5,25.3,33.7,,5.4,2.1,86.3,,28.9
2015/07/31,27.6,25.2,32.8,,5.0,1.7,85.6,,29.0
2015/08/01,28.2,25.3,32.7,0.0,4.7,2.0,82.3,,29.7
2015/08/02,26.5,23.0,30.5,19.0,4.3,1.5,92.9,,27.3
2015/08/03,27.7,24.8,31.8,0.0,6.2,2.9,80.3,,28.2
2015/08/04,27.5,24.3,31.8,,6.7,3.0,80.0,,28.1
2015/08/05,28.8,26.0,33.7,,4.3,2.4,75.0,,29.4
2015/08/06,29.1,24.2,34.7,,3.1,1.1,73.4,,31.5
2015/08/07,30.1,25.5,35.3,,4.2,0.8,70.8,,30.9
2015/08/08,27.6,24.7,33.5,2.0,7.9,1.6,83.3,,28.1
2015/08/09,26.6,23.2,31.2,,3.7,1.6,82.3,,28.9
2015/08/10,26.0,23.3,31.0,,3.6,1.5,83.1,,27.3
2015/08/11,26.2,22.6,30.3,,4.5,1.4,81.4,,27.6
2015/08/12,27.4,22.3,33.4,,4.5,1.7,73.1,,30.4
2015/08/13,26.3,23.6,32.1,1.3,4.4,1.7,80.9,,27.9
2015/08/14,26.6,23.3,32.4,,4.5,1.6,77.0,,28.8
2015/08/15,27.1,22.9,32.5,,3.8,1.5,78.9,,30.1
2015/08/16,25.3,21.1,31.6,31.1,6.5,1.4,85.6,,26.9
2015/08/17,26.3,20.2,33.0,,3.3,1.3,72.6,,28.0
2015/08/18,27.8,24.1,33.4,,3.5,1.6,63.8,,28.4
2015/08/19,26.9,23.9,30.1,0.0,3.2,1.1,73.0,,27.2
2015/08/20,25.9,23.7,29.8,0.0,4.1,1.5,80.8,,26.4
2015/08/21,24.8,22.7,28.5,0.5,3.4,1.1,87.5,,25.8
2015/08/22,25.0,22.1,30.3,0.3,3.5,1.3,82.5,,26.4
2015/08/23,26.1,21.4,32.3,,3.6,1.1,75.9,,27.6
2015/08/24,26.1,23.3,30.9,1.4,5.8,2.5,73.1,,25.6
2015/08/25,21.9,19.7,25.1,6.4,4.8,3.1,83.8,,22.0
2015/08/26,23.1,19.7,27.4,0.0,4.1,1.8,69.6,,24.1
2015/08/27,24.1,19.8,29.7,9.0,3.9,1.7,72.6,,25.0
2015/08/28,23.0,18.2,29.4,0.0,3.7,1.1,83.1,,23.1
2015/08/29,24.1,19.1,30.7,,3.8,1.0,73.1,,24.7
2015/08/30,24.5,18.9,31.4,,4.3,1.4,73.0,,25.0
2015/08/31,25.9,20.6,31.2,,4.0,1.5,71.8,,27.4
2015/09/01,26.0,23.0,30.8,0.1,4.7,2.4,64.9,,25.6
2015/09/02,24.1,21.9,27.3,1.6,5.0,2.0,80.9,,24.5
2015/09/03,23.4,19.7,28.2,0.0,4.2,1.8,85.0,,24.7
2015/09/04,24.2,19.9,30.6,,3.8,1.5,80.4,,25.6
2015/09/05,22.8,20.6,25.7,0.3,5.9,1.9,85.5,,24.3
2015/09/06,22.7,19.7,26.5,,4.5,2.6,65.5,,24.9
2015/09/07,22.8,16.3,28.6,,4.0,1.7,58.9,,25.3
2015/09/08,22.5,15.6,28.6,,4.3,2.2,48.1,,24.4
2015/09/09,22.4,14.2,29.3,,4.6,2.5,46.1,,22.6
2015/09/10,22.4,17.1,28.0,,4.6,1.7,64.6,,26.0
2015/09/11,21.0,16.9,25.7,4.7,3.7,1.6,86.9,,23.0
2015/09/12,19.3,16.1,24.0,0.2,3.6,1.0,74.1,,20.9
2015/09/13,19.7,13.0,26.4,,4.5,1.3,62.6,,20.9
2015/09/14,21.3,14.6,28.3,,2.7,0.7,69.1,,22.6
2015/09/15,22.1,16.2,27.6,,4.1,1.7,52.6,,22.3
2015/09/16,21.2,16.1,25.2,,4.2,2.2,51.8,,22.4
2015/09/17,21.3,15.4,27.4,,4.8,2.3,54.4,,22.4
2015/09/18,21.6,15.9,27.8,,3.2,1.5,57.8,,22.8
2015/09/19,21.8,16.6,28.5,,4.5,1.1,70.8,,23.1
2015/09/20,21.7,17.9,28.0,,3.4,1.1,77.0,,23.6
2015/09/21,21.3,15.7,29.1,,2.7,0.7,76.4,,21.8
2015/09/22,23.1,16.2,30.5,,3.4,1.1,65.5,,22.6
2015/09/23,21.3,18.1,24.5,,3.1,1.3,72.9,,21.8
2015/09/24,22.1,15.8,29.9,,3.4,1.1,74.0,,23.8
2015/09/25,22.6,18.0,29.2,,4.2,1.4,74.8,,23.0
2015/09/26,21.6,16.5,27.8,,3.7,1.2,74.5,,23.5
2015/09/27,20.5,12.8,29.7,,3.8,1.0,59.3,,21.6
2015/09/28,21.9,13.1,30.0,,5.0,1.2,47.6,,22.9
2015/09/29,22.6,15.3,28.3,,4.5,2.0,42.8,,23.3
2015/09/30,21.3,19.6,25.1,,6.0,2.9,50.6,,22.2
2015/10/01,16.9,12.5,20.4,25.3,6.9,3.4,86.1,,18.2
2015/10/02,15.9,7.6,22.4,,6.2,2.4,67.9,,17.1
2015/10/03,18.7,14.2,25.3,,6.1,2.6,60.8,,18.3
2015/10/04,16.3,11.2,24.4,,3.2,1.4,47.8,,15.9
2015/10/05,17.4,10.5,25.9,,3.8,1.1,62.4,,19.3
2015/10/06,17.5,10.5,26.6,,3.8,1.1,68.8,,18.3
2015/10/07,19.1,12.2,26.5,,2.9,0.7,67.4,,19.6
2015/10/08,19.4,13.9,25.9,,4.0,1.4,71.0,,19.0
2015/10/09,16.2,11.5,20.8,,5.2,2.3,48.9,,17.2
2015/10/10,13.2,9.8,17.4,12.6,4.9,1.6,76.8,,14.6
2015/10/11,10.2,6.5,15.6,4.7,4.4,1.0,93.5,,12.7
2015/10/12,12.9,8.3,18.0,,5.6,1.7,67.0,,13.7
2015/10/13,14.6,6.7,22.2,,5.0,1.5,75.9,,14.3
2015/10/14,16.3,10.6,24.6,,3.1,0.7,76.4,,15.4
2015/10/15,17.2,10.7,26.6,,3.4,0.7,73.0,,16.0
2015/10/16,17.2,12.8,24.6,,3.7,0.9,85.1,,16.7
2015/10/17,17.3,11.3,26.7,,3.1,0.7,78.0,,15.9
2015/10/18,16.3,10.6,25.1,,3.1,0.7,83.9,,15.7
2015/10/19,17.4,12.2,24.4,,2.9,0.9,76.8,,16.4
2015/10/20,17.7,13.2,25.0,,3.3,0.6,84.1,,16.3
2015/10/21,17.2,12.6,24.0,,3.2,0.8,86.1,,16.4
2015/10/22,17.5,13.1,23.3,,3.9,1.1,82.8,,16.7
2015/10/23,17.1,14.0,22.6,,3.7,1.3,79.3,,17.1
2015/10/24,16.9,11.7,22.8,3.4,4.1,1.5,74.6,,17.1
2015/10/25,15.5,10.4,22.4,,4.4,1.2,60.4,,16.2
2015/10/26,15.6,10.8,20.9,0.1,4.4,1.8,69.0,,14.2
2015/10/27,12.8,7.6,17.7,18.3,5.8,2.4,73.4,,13.3
2015/10/28,11.5,6.1,17.7,,5.1,1.8,52.5,,10.9
2015/10/29,9.2,3.4,15.4,3.0,5.0,1.7,56.9,,10.2
2015/10/30,6.9,4.2,11.5,,5.0,2.5,43.9,,6.9
2015/10/31,5.6,-0.1,12.7,,5.0,1.2,58.9,,6.2
